cell_id,meeting_id,asr,osd,resolver,separation,language,asr_device,cer_concat,cer_low,cer_high,wer_concat,ref_chars,hyp_chars,subs,ins,del,spk_best_mapping_acc,spk_known_coverage,spk_unknown_coverage,spk_ref_n,spk_hyp_n,routing_accuracy,routing_f1,routing_support,overlap_recall,overlap_precision,overlap_f1,gt_overlap_s,hyp_overlap_s,events_count,llm_resolved_rate,fallback_resolved_rate,evidence_support,wall_time_s,rtf,audio_duration_s,exit_code
asr=faster-whisper_osd=pyannote_resolver=none_sep=none,R8009_M8020_MS810,faster-whisper,pyannote,none,none,zh,cuda,0.20825515947467166,0.20133677298311445,0.976782363977486,,8528,7738,688,149,939,0.8597285067873304,0.9969,0.0023,2,4,0.5520361990950227,0.13913043478260873,221,0.055363128491616974,0.6256313131313002,0.10172449189077672,125.29999999999961,11.087999999999568,221,0.0,0.04524886877828054,221,113.97006893157959,0.05973123785752748,1908.048,0
asr=faster-whisper_osd=pyannote_resolver=none_sep=sepformer,R8001_M8004_MS801,faster-whisper,pyannote,none,sepformer,zh,cuda,0.62753149790014,0.6363975734951003,0.8852076528231452,,10715,7666,3125,275,3324,0.6491228070175439,0.8918,0.0007,5,6,0.5497076023391813,0.6071428571428571,342,0.3811390629793588,0.7314118225896693,0.5011359396316896,456.3400000000008,237.79900000000018,342,0.0,0.3684210526315789,342,167.28370308876038,0.10658488824939112,1569.488,0
asr=faster-whisper_osd=pyannote_resolver=none_sep=sepformer,R8003_M8001_MS801,faster-whisper,pyannote,none,sepformer,zh,cuda,0.3963707699852869,0.40127513487003436,0.8334477685139774,,10195,9188,1700,667,1674,0.7094430992736077,0.981,0.0,5,6,0.5375302663438256,0.5397590361445783,413,0.4394332833583195,0.6279931780394538,0.517058765418158,333.49999999999756,233.36399999999904,413,0.0,0.3414043583535109,413,387.1723392009735,0.18722066692503556,2068.0,0
asr=faster-whisper_osd=pyannote_resolver=none_sep=sepformer,R8007_M8010_MS803,faster-whisper,pyannote,none,sepformer,zh,cuda,0.7067428726951078,0.7726746955160917,0.8420085731781997,,14697,10080,5436,167,4784,0.5065616797900262,0.9578,0.0,5,4,0.5406824146981627,0.6880570409982175,381,0.6199266293444424,0.8087255850125129,0.7018510466622981,1046.74,802.3760000000019,381,0.0,0.5170603674540682,381,480.21840500831604,0.25897724895394675,1854.288,0
asr=faster-whisper_osd=pyannote_resolver=none_sep=sepformer,R8007_M8011_MS806,faster-whisper,pyannote,none,sepformer,zh,cuda,0.4569248513885192,0.4609173986336616,0.8219323928666489,,11271,9962,2109,866,2175,0.6514285714285715,0.9644,0.0122,5,6,0.5228571428571429,0.6263982102908277,350,0.4997854464971318,0.6500054339684707,0.5650823320323121,442.77999999999986,340.45100000000025,350,0.0,0.42,350,407.365070104599,0.21912728336576898,1859.034,0
asr=faster-whisper_osd=pyannote_resolver=none_sep=sepformer,R8009_M8018_MS809,faster-whisper,pyannote,none,sepformer,zh,cuda,0.4464243004066013,0.3613967950251136,0.8202583114087539,,8362,8896,1611,1328,794,0.8140845070422535,0.962,0.0,3,3,0.5408450704225352,0.46204620462046203,355,0.31939810834050836,0.27284546396069814,0.29429217684785264,116.30000000000035,136.14299999999966,355,0.0,0.37183098591549296,355,355.6865963935852,0.21529206034069434,1652.112,0
asr=faster-whisper_osd=pyannote_resolver=none_sep=sepformer,R8009_M8019_MS810,faster-whisper,pyannote,none,sepformer,zh,cuda,0.33934328358208954,0.3392238805970149,0.9678805970149253,,8375,7185,1278,187,1377,0.8926701570680629,0.9872,0.0024,2,4,0.7696335078534031,0.24137931034482757,382,0.0828547026796206,0.6588564879663796,0.14719842199346705,187.33999999999978,23.559000000000253,382,0.0,0.04712041884816754,382,244.8538773059845,0.12460097649080379,1965.104,0
asr=faster-whisper_osd=pyannote_resolver=none_sep=sepformer,R8009_M8020_MS810,faster-whisper,pyannote,none,sepformer,zh,cuda,0.20825515947467166,0.20133677298311445,0.976782363977486,,8528,7738,688,149,939,0.8597285067873304,0.9969,0.0023,2,4,0.5520361990950227,0.13913043478260873,221,0.055363128491616974,0.6256313131313002,0.10172449189077672,125.29999999999961,11.087999999999568,221,0.0,0.04524886877828054,221,111.78784799575806,0.058587544965199016,1908.048,0
asr=faster-whisper_osd=pyannote_resolver=openai_sep=none,R8001_M8004_MS801,faster-whisper,pyannote,openai,none,zh,cuda,0.6178254783014465,0.6363975734951003,0.9109659356042931,,10715,6770,2157,259,4204,0.5964912280701754,0.8893,0.0032,5,7,0.5497076023391813,0.6071428571428571,342,0.3811390629793588,0.7314118225896693,0.5011359396316896,456.3400000000008,237.79900000000018,47,0.23976608187134502,0.038011695906432746,47,1535.0474638938904,0.9780561966028988,1569.488,0
asr=faster-whisper_osd=pyannote_resolver=openai_sep=none,R8007_M8010_MS803,faster-whisper,pyannote,openai,none,zh,cuda,0.6934068177179016,0.7726746955160917,0.8844662175954277,,14697,6997,2323,84,7784,0.4566929133858268,0.9527,0.0051,5,7,0.5406824146981627,0.6880570409982175,381,0.6199266293444424,0.8087255850125129,0.7018510466622981,1046.74,802.3760000000019,52,0.30446194225721784,0.04461942257217848,52,2010.56676030159,1.0842796589858694,1854.288,0
asr=faster-whisper_osd=pyannote_resolver=openai_sep=none,R8007_M8011_MS806,faster-whisper,pyannote,openai,none,zh,cuda,0.42746872504657973,0.4609173986336616,0.8366604560376186,,11271,9206,1617,568,2633,0.56,0.9644,0.0122,5,7,0.5228571428571429,0.6263982102908277,350,0.4997854464971318,0.6500054339684707,0.5650823320323121,442.77999999999986,340.45100000000025,49,0.32571428571428573,0.02857142857142857,49,1766.1984159946442,0.9500624603932172,1859.034,0
asr=faster-whisper_osd=pyannote_resolver=openai_sep=none,R8009_M8018_MS809,faster-whisper,pyannote,openai,none,zh,cuda,0.4011002152595073,0.3613967950251136,0.8273140397034202,,8362,8386,1584,897,873,0.7605633802816901,0.962,0.0,3,3,0.5408450704225352,0.46204620462046203,355,0.31939810834050836,0.27284546396069814,0.29429217684785264,116.30000000000035,136.14299999999966,51,0.29577464788732394,0.022535211267605635,51,1580.2774200439453,0.9565195459169507,1652.112,0
asr=faster-whisper_osd=pyannote_resolver=openai_sep=none,R8009_M8020_MS810,faster-whisper,pyannote,openai,none,zh,cuda,0.20708255159474673,0.20133677298311445,0.9825281425891182,,8528,7684,650,136,980,0.8506787330316742,0.9969,0.0023,2,4,0.5520361990950227,0.13913043478260873,221,0.055363128491616974,0.6256313131313002,0.10172449189077672,125.29999999999961,11.087999999999568,13,0.027149321266968326,0.00904977375565611,13,403.6943736076355,0.21157453775147977,1908.048,0
asr=faster-whisper_osd=pyannote_resolver=openai_sep=sepformer,R8001_M8004_MS801,faster-whisper,pyannote,openai,sepformer,zh,cuda,0.6097060195986934,0.6363975734951003,0.9065795613625758,,10715,6668,2076,205,4252,0.5818713450292398,0.8915,0.001,5,7,0.5497076023391813,0.6071428571428571,342,0.3811390629793588,0.7314118225896693,0.5011359396316896,456.3400000000008,237.79900000000018,48,0.23391812865497075,0.038011695906432746,48,1355.691605091095,0.8637795287960754,1569.488,0
asr=faster-whisper_osd=pyannote_resolver=openai_sep=sepformer,R8007_M8010_MS803,faster-whisper,pyannote,openai,sepformer,zh,cuda,0.6716336667347078,0.7726746955160917,0.853371436347554,,14697,7686,2662,99,7110,0.45931758530183725,0.9499,0.0079,5,8,0.5406824146981627,0.6880570409982175,381,0.6199266293444424,0.8087255850125129,0.7018510466622981,1046.74,802.3760000000019,44,0.3438320209973753,0.06561679790026247,44,2154.9232120513916,1.1621297296058604,1854.288,0
asr=faster-whisper_osd=pyannote_resolver=openai_sep=sepformer,R8007_M8011_MS806,faster-whisper,pyannote,openai,sepformer,zh,cuda,0.4429065743944637,0.4609173986336616,0.8421612989087037,,11271,9299,1682,669,2641,0.56,0.962,0.0146,5,7,0.5228571428571429,0.6263982102908277,350,0.4997854464971318,0.6500054339684707,0.5650823320323121,442.77999999999986,340.45100000000025,39,0.31142857142857144,0.03142857142857143,39,1475.6323478221893,0.7937629692744669,1859.034,0
